Voos,Companhia.Aerea,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 1959,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Viracopos,Campinas,SP,-47.1375685,-23.008205,-47.9172348,-15.869736900000000
GLO - 1960,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1961,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1962,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1963,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1964,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1965,GOL,Tancredo Neves,Confins,MG,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-43.965396000000000,-19.634099
GLO - 1966,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1967,GOL,Val De Cans,Belem,PA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-48.4775227,-1.3820615
GLO - 1968,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-47.9172348,-15.869736900000000
GLO - 1969,GOL,Santa Maria,Aracaju,SE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-37.07624620000000,-10.9822278
GLO - 1970,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1971,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-38.3312411,-12.9110977
GLO - 1972,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1973,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1974,GOL,Marechal Rondon,Varzea Grande,MT,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-56.117268700000000,-15.653078600000000
GLO - 1975,GOL,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-63.89832,-8.7141702
GLO - 1976,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-47.9172348,-15.869736900000000
GLO - 1977,GOL,Mario Ribeiro,Montes Claros,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.8200869,-16.704617200000000
GLO - 1978,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-47.9172348,-15.869736900000000
GLO - 1979,GOL,Macapa,Macapa,AP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-51.067109500000000,0.05000810000000000
GLO - 1980,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.9172348,-15.869736900000000
GLO - 1981,GOL,Eurico De Aguiar Salles,Vitoria,ES,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-40.2835346,-20.257648900000000
GLO - 1982,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-46.478126,-23.434552900000000
GLO - 1983,GOL,Eurico De Aguiar Salles,Vitoria,ES,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-40.2835346,-20.257648900000000
GLO - 1984,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-46.478126,-23.434552900000000
GLO - 1985,GOL,Eurico De Aguiar Salles,Vitoria,ES,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-40.2835346,-20.257648900000000
GLO - 1987,GOL,Eurico De Aguiar Salles,Vitoria,ES,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-40.2835346,-20.257648900000000
GLO - 1988,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-43.2494233,-22.8134098
GLO - 1989,GOL,Tancredo Neves,Confins,MG,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.965396000000000,-19.634099
GLO - 1990,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.2494233,-22.8134098
GLO - 1991,GOL,Tancredo Neves,Confins,MG,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-43.965396000000000,-19.634099
GLO - 1992,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.2494233,-22.8134098
GLO - 1993,GOL,Tancredo Neves,Confins,MG,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-43.965396000000000,-19.634099
GLO - 1994,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.2494233,-22.8134098
GLO - 1996,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.2494233,-22.8134098
GLO - 1998,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-43.2494233,-22.8134098
GLO - 1999,GOL,Macapa,Macapa,AP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-51.067109500000000,0.05000810000000000
GLO - 2000,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,-63.89832,-8.7141702,-46.478126,-23.434552900000000
GLO - 2001,GOL,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-63.89832,-8.7141702
GLO - 2002,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 2003,GOL,Eurico De Aguiar Salles,Vitoria,ES,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-40.2835346,-20.257648900000000
GLO - 2004,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 2005,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 2006,GOL,Bahia - Jorge Amado,Ilheus,BA,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-39.0317095,-14.8140511
GLO - 2007,GOL,Tancredo Neves,Confins,MG,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.965396000000000,-19.634099
GLO - 2008,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 2009,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Bahia - Jorge Amado,Ilheus,BA,-39.0317095,-14.8140511,-38.3312411,-12.9110977
GLO - 2010,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 2011,GOL,Bauru/Arealva,Arealva,SP,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.0721697,-22.165992200000000
GLO - 2012,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 2013,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-38.3312411,-12.9110977
GLO - 2014,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 2017,GOL,Bahia - Jorge Amado,Ilheus,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0317095,-14.8140511
GLO - 2018,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 2020,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 2021,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 2022,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 2023,GOL,Eduardo Gomes,Manaus,AM,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-60.046324900000000,-3.0358474000000000
GLO - 2024,GOL,Viracopos,Campinas,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-47.1375685,-23.008205
GLO - 2025,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 2026,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 2027,GOL,Guararapes - Gilberto Freyre,Recife,PE,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-34.924015400000000,-8.1259315
GLO - 2028,GOL,Governador Aluizio Alves,Natal,RN,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-35.3673819,-5.768370200000000
GLO - 2029,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 2030,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.2494233,-22.8134098
GLO - 2031,GOL,Governador Jose Richa,Londrina,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.133159900000000,-23.332071400000000
GLO - 2032,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Regional De Maringa - Silvio Name Junior,Maringa,PR,-52.0164842,-23.4766098,-46.478126,-23.434552900000000
GLO - 2033,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 2034,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 2035,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 2036,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.478126,-23.434552900000000
GLO - 2037,GOL,Ministro Victor Konder,Navegantes,SC,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.649086700000000,-26.8805344
GLO - 2038,GOL,Professor Eriberto Manoel Reino,Sao Jose Do Rio Preto,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-49.4066209,-20.8159034
GLO - 2039,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Professor Eriberto Manoel Reino,Sao Jose Do Rio Preto,SP,-49.4066209,-20.8159034,-47.9172348,-15.869736900000000
GLO - 2040,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-43.2494233,-22.8134098
GLO - 2041,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 2042,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-38.3312411,-12.9110977
GLO - 2043,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.3312411,-12.9110977
GLO - 2044,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 2045,GOL,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.2308653,-18.888969
GLO - 2046,GOL,Eurico De Aguiar Salles,Vitoria,ES,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-40.2835346,-20.257648900000000
GLO - 2047,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.2494233,-22.8134098
GLO - 2048,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-38.3312411,-12.9110977
GLO - 2050,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Prudente,Presidente Prudente,SP,-51.4176625,-22.1783402,-46.478126,-23.434552900000000
GLO - 2051,GOL,Santa Maria,Aracaju,SE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-37.07624620000000,-10.9822278
GLO - 2053,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.2494233,-22.8134098
GLO - 2054,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-46.478126,-23.434552900000000
GLO - 2055,GOL,Governador Aluizio Alves,Natal,RN,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.3673819,-5.768370200000000
GLO - 2056,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-46.478126,-23.434552900000000
GLO - 2057,GOL,Presidente Prudente,Presidente Prudente,SP,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.4176625,-22.1783402
GLO - 2058,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.2494233,-22.8134098
GLO - 2059,GOL,Governador Aluizio Alves,Natal,RN,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.3673819,-5.768370200000000
GLO - 2061,GOL,Zumbi Dos Palmares,Rio Largo,AL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.792882900000000,-9.5116056
GLO - 2062,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 2064,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.478126,-23.434552900000000
GLO - 2065,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.3312411,-12.9110977
GLO - 2066,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-46.478126,-23.434552900000000
GLO - 2068,GOL,Ministro Victor Konder,Navegantes,SC,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-48.649086700000000,-26.8805344
GLO - 2069,GOL,Pinto Martins,Fortaleza,CE,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-38.5330966,-3.7771555
GLO - 2070,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-46.478126,-23.434552900000000
GLO - 2071,GOL,Ministro Victor Konder,Navegantes,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.649086700000000,-26.8805344
GLO - 2072,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 2073,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-46.478126,-23.434552900000000
GLO - 2074,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-46.478126,-23.434552900000000
GLO - 2075,GOL,Santa Genoveva,Goiania,GO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.2221166,-16.632488000000000
GLO - 2076,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.478126,-23.434552900000000
GLO - 2077,GOL,Orlando Bezerra De Menezes,Juazeiro Do Norte,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-39.272229100000000,-7.215097200000000
GLO - 2078,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Orlando Bezerra De Menezes,Juazeiro Do Norte,CE,-39.272229100000000,-7.215097200000000,-46.478126,-23.434552900000000
GLO - 2079,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-47.9172348,-15.869736900000000
GLO - 2080,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.478126,-23.434552900000000
GLO - 2082,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.478126,-23.434552900000000
GLO - 2083,GOL,Hercilio Luz,Florianopolis,SC,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.5459657,-27.670118
GLO - 2084,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-46.478126,-23.434552900000000
GLO - 2086,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-46.478126,-23.434552900000000
GLO - 2087,GOL,Tancredo Neves,Confins,MG,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.965396000000000,-19.634099
GLO - 2088,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.478126,-23.434552900000000
GLO - 2089,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-47.9172348,-15.869736900000000
GLO - 2091,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Senador Petronio Portella,Teresina,PI,-42.8211703,-5.0635434,-46.478126,-23.434552900000000
GLO - 2092,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.478126,-23.434552900000000
GLO - 2093,GOL,Santa Maria,Aracaju,SE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-37.07624620000000,-10.9822278
GLO - 2094,GOL,Tancredo Neves,Confins,MG,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.965396000000000,-19.634099
GLO - 2095,GOL,Governador Aluizio Alves,Natal,RN,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.3673819,-5.768370200000000
GLO - 2096,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.2494233,-22.8134098
GLO - 2097,GOL,Viracopos,Campinas,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.1375685,-23.008205
GLO - 2098,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-46.478126,-23.434552900000000
GLO - 2100,GOL,Congonhas,Sao Paulo,SP,Regional De Maringa - Silvio Name Junior,Maringa,PR,-52.0164842,-23.4766098,-46.6565842,-23.6273246
GLO - 2101,GOL,Regional De Maringa - Silvio Name Junior,Maringa,PR,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-52.0164842,-23.4766098
GLO - 2102,GOL,Congonhas,Sao Paulo,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.6565842,-23.6273246
GLO - 2103,GOL,Tancredo Neves,Confins,MG,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.965396000000000,-19.634099
GLO - 2104,GOL,Tancredo Neves,Confins,MG,Regional Da Zona Da Mata,Goiana,MG,-43.1709909,-21.514326800000000,-43.965396000000000,-19.634099
GLO - 2105,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 2106,GOL,Tancredo Neves,Confins,MG,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-43.965396000000000,-19.634099
GLO - 2107,GOL,Porto Seguro,Porto Seguro,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0821431,-16.4395303
GLO - 2108,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-47.9172348,-15.869736900000000
GLO - 2110,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2111,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2112,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2113,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2114,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2119,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2120,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2121,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2122,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 2123,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2124,GOL,Santos Dumont,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1648755,-22.911143800000000
GLO - 2125,GOL,Carajas,Parauapebas,PA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-50.0010055,-6.114454
GLO - 2126,GOL,Tancredo Neves,Confins,MG,Carajas,Parauapebas,PA,-50.0010055,-6.114454,-43.965396000000000,-19.634099
GLO - 2127,GOL,Governador Aluizio Alves,Natal,RN,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.3673819,-5.768370200000000
GLO - 2130,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.2494233,-22.8134098
